,DV_DEVICE_NUMBER,Device Status,DV_DEVICE_STATUS_DESCRIPTION,Device Type,DV_TRAVEL_DISTANCE (in feet),DV_SPEED_FPS,DV_CAPACITY_LBS,DV_FLOOR_FROM,DV_FLOOR_TO,DV_COVERED,,,
7893,1P17737,A,ACTIVE,Passenger Elevator (P),238,1.583333333,2500,1,15,14,,,
7894,1P1237,A,ACTIVE,Passenger Elevator (P),238,1.666666667,2500,1,15,14,,,
7895,1P12544,A,ACTIVE,Passenger Elevator (P),238,1.666666667,2000,1,15,14,,,
7896,1P19090,A,ACTIVE,Passenger Elevator (P),238,1.666666667,3000,1,15,14,,,
7897,1P19091,A,ACTIVE,Passenger Elevator (P),238,1.666666667,3000,1,15,14,,,
7898,1P19281,A,ACTIVE,Passenger Elevator (P),239,1.666666667,2000,1,15,14,,,
7899,1P22390,A,ACTIVE,Passenger Elevator (P),239,1.666666667,3000,1,15,14,,,
7900,1P24583,A,ACTIVE,Passenger Elevator (P),239,1.666666667,5000,1,15,14,,,
7901,1P24584,A,ACTIVE,Passenger Elevator (P),239,1.666666667,5000,1,15,14,,,
7902,1P24585,A,ACTIVE,Passenger Elevator (P),239,1.666666667,5000,1,15,14,,,
7903,1P24586,A,ACTIVE,Passenger Elevator (P),239,1.666666667,5000,1,15,14,,,
7904,1P24587,A,ACTIVE,Passenger Elevator (P),239,1.666666667,5000,1,15,14,,,
7905,1P24589,A,ACTIVE,Passenger Elevator (P),239,1.666666667,5000,1,15,14,,,
7906,1P22388,A,ACTIVE,Passenger Elevator (P),239,2.083333333,3000,1,15,14,,,
7907,1P17738,A,ACTIVE,Passenger Elevator (P),240,2.166666667,2500,1,15,14,,,
7908,1P12655,A,ACTIVE,Passenger Elevator (P),240,2.5,2500,1,15,14,,,
7909,1P13044,A,ACTIVE,Passenger Elevator (P),240,2.5,2000,1,15,14,,,
7910,1P13124,A,ACTIVE,Passenger Elevator (P),240,2.5,1800,1,15,14,,,
7911,1P13125,A,ACTIVE,Passenger Elevator (P),240,2.5,1800,1,15,14,,,
7912,1P16968,A,ACTIVE,Passenger Elevator (P),240,2.5,3000,1,15,14,,,
7913,1P24114,A,ACTIVE,Passenger Elevator (P),240,2.5,3500,1,15,14,,,
7914,1P25740,A,ACTIVE,Passenger Elevator (P),240,2.5,3000,1,15,14,,,
7915,1P22387,A,ACTIVE,Passenger Elevator (P),240,2.916666667,3000,1,15,14,,,
7916,1P11434,A,ACTIVE,Passenger Elevator (P),240,3.333333333,2000,1,15,14,,,
7917,1P13109,A,ACTIVE,Passenger Elevator (P),240,3.333333333,2000,1,15,14,,,
7918,1P13717,A,ACTIVE,Passenger Elevator (P),242,3.333333333,2500,1,15,14,,,
7919,1P13798,A,ACTIVE,Passenger Elevator (P),242,3.333333333,2000,1,15,14,,,
7920,1P14240,A,ACTIVE,Passenger Elevator (P),242,3.333333333,2000,1,15,14,,,
7921,1P18267,A,ACTIVE,Passenger Elevator (P),242,3.333333333,3500,1,15,14,,,
7922,1P19088,A,ACTIVE,Passenger Elevator (P),243,3.333333333,3000,1,15,14,,,
7923,1P25254,A,ACTIVE,Passenger Elevator (P),243,3.333333333,4000,1,15,14,,,
7924,1P12543,A,ACTIVE,Passenger Elevator (P),243,4.166666667,2000,1,15,14,,,
7925,1P12820,A,ACTIVE,Passenger Elevator (P),243,4.166666667,3000,1,15,14,,,
7926,1P13121,A,ACTIVE,Passenger Elevator (P),244,4.166666667,1800,1,15,14,,,
7927,1P13232,A,ACTIVE,Passenger Elevator (P),244,4.166666667,2000,1,15,14,,,
7928,1P14461,A,ACTIVE,Passenger Elevator (P),244,4.166666667,3500,1,15,14,,,
7929,1P17727,A,ACTIVE,Passenger Elevator (P),244,4.166666667,2500,1,15,14,,,
7930,1P17728,A,ACTIVE,Passenger Elevator (P),244,4.166666667,2500,1,15,14,,,
7931,1P18753,A,ACTIVE,Passenger Elevator (P),244,4.166666667,2500,1,15,14,,,
7932,1P18755,A,ACTIVE,Passenger Elevator (P),244,4.166666667,2500,1,15,14,,,
7933,1P25255,A,ACTIVE,Passenger Elevator (P),244,4.166666667,4000,1,15,14,,,
7934,1P25256,A,ACTIVE,Passenger Elevator (P),244,4.166666667,4000,1,15,14,,,
7935,1P13122,A,ACTIVE,Passenger Elevator (P),244,5,1800,1,15,14,,,
7936,1P13123,A,ACTIVE,Passenger Elevator (P),244,5,1800,1,15,14,,,
7937,1P1450,A,ACTIVE,Passenger Elevator (P),244,5,2300,1,15,14,,,
7938,1P1467,A,ACTIVE,Passenger Elevator (P),244,5,2300,1,15,14,,,
7939,1P18268,A,ACTIVE,Passenger Elevator (P),245,5,3500,1,15,14,,,
7940,1P20123,A,ACTIVE,Passenger Elevator (P),245,5,4500,1,15,14,,,
7941,1P11743,A,ACTIVE,Passenger Elevator (P),245,5.833333333,3000,1,15,14,,,
7942,1P12309,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2000,1,15,14,,,
7943,1P12326,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2500,1,15,14,,,
7944,1P12818,A,ACTIVE,Passenger Elevator (P),245,5.833333333,3000,1,15,14,,,
7945,1P12819,A,ACTIVE,Passenger Elevator (P),245,5.833333333,3000,1,15,14,,,
7946,1P12829,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2000,1,15,14,,,
7947,1P13298,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2000,1,15,14,,,
7948,1P1380,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2000,1,15,14,,,
7949,1P14072,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2250,1,15,14,,,
7950,1P14171,A,ACTIVE,Passenger Elevator (P),245,5.833333333,4000,1,15,14,,,
7951,1P14188,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2000,1,15,14,,,
7952,1P14189,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2000,1,15,14,,,
7953,1P1451,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2300,1,15,14,,,
7954,1P1453,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2300,1,15,14,,,
7955,1P1454,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2300,1,15,14,,,
7956,1P1455,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2300,1,15,14,,,
7957,1P1457,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2300,1,15,14,,,
7958,1P1468,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2300,1,15,14,,,
7959,1P14693,A,ACTIVE,Passenger Elevator (P),245,5.833333333,2500,1,15,14,,,
7960,1P14694,A,ACTIVE,Passenger Elevator (P),246,5.833333333,2500,1,15,14,,,
7961,1P1470,A,ACTIVE,Passenger Elevator (P),246,5.833333333,2300,1,15,14,,,
7962,1P14849,A,ACTIVE,Passenger Elevator (P),246,5.833333333,1500,1,15,14,,,
7963,1P14864,A,ACTIVE,Passenger Elevator (P),246,5.833333333,2000,1,15,14,,,
7964,1P17739,A,ACTIVE,Passenger Elevator (P),246,5.833333333,2500,1,15,14,,,
7965,1P17774,A,ACTIVE,Passenger Elevator (P),246,5.833333333,2500,1,15,14,,,
7966,1P17775,A,ACTIVE,Passenger Elevator (P),246,5.833333333,2500,1,15,14,,,
7967,1P17799,A,ACTIVE,Passenger Elevator (P),246,5.833333333,1500,1,15,14,,,
7968,1P18263,A,ACTIVE,Passenger Elevator (P),247,5.833333333,3500,1,15,14,,,
7969,1P18264,A,ACTIVE,Passenger Elevator (P),247,5.833333333,3500,1,15,14,,,
7970,1P19578,A,ACTIVE,Passenger Elevator (P),247,5.833333333,4000,1,15,14,,,
7971,1P19579,A,ACTIVE,Passenger Elevator (P),247,5.833333333,4000,1,15,14,,,
7972,1P19792,A,ACTIVE,Passenger Elevator (P),247,5.833333333,1500,1,15,14,,,
7973,1P25738,A,ACTIVE,Passenger Elevator (P),247,5.833333333,3000,1,15,14,,,
7974,1P25739,A,ACTIVE,Passenger Elevator (P),247,5.833333333,3000,1,15,14,,,
7975,1P16427,A,ACTIVE,Passenger Elevator (P),247,6.466666667,4500,1,15,14,,,
7976,1P13719,A,ACTIVE,Passenger Elevator (P),247,6.666666667,2500,1,15,14,,,
7977,1P13720,A,ACTIVE,Passenger Elevator (P),247,6.666666667,2500,1,15,14,,,
7978,1P15253,A,ACTIVE,Passenger Elevator (P),248,6.666666667,2500,1,15,14,,,
7979,1P14519,A,ACTIVE,Passenger Elevator (P),248,7.5,2000,1,15,14,,,
7980,1P14070,A,ACTIVE,Passenger Elevator (P),248,8.333333333,2250,1,15,14,,,
7981,1P14296,A,ACTIVE,Passenger Elevator (P),248,8.333333333,2500,1,15,14,,,
7982,1P14297,A,ACTIVE,Passenger Elevator (P),248,8.333333333,2500,1,15,14,,,
7983,1P1465,A,ACTIVE,Passenger Elevator (P),248,8.333333333,2300,1,15,14,,,
7984,1P1466,A,ACTIVE,Passenger Elevator (P),248,8.333333333,3000,1,15,14,,,
7985,1P1469,A,ACTIVE,Passenger Elevator (P),248,8.333333333,2300,1,15,14,,,
7986,1P18523,A,ACTIVE,Passenger Elevator (P),248,8.333333333,2500,1,15,14,,,
7987,1P15361,A,ACTIVE,Passenger Elevator (P),248,9.166666667,2500,1,15,14,,,
7988,1P12828,A,ACTIVE,Passenger Elevator (P),248,10,2000,1,15,14,,,
7989,1P14438,A,ACTIVE,Passenger Elevator (P),248,10,3500,1,15,14,,,
7990,1P1452,A,ACTIVE,Passenger Elevator (P),248,10,2300,1,15,14,,,
7991,1P14696,A,ACTIVE,Passenger Elevator (P),248,10,3500,1,15,14,,,
7992,1P14697,A,ACTIVE,Passenger Elevator (P),248,10,3500,1,15,14,,,
7993,1P15362,A,ACTIVE,Passenger Elevator (P),248,10,2500,1,15,14,,,
7994,1P15363,A,ACTIVE,Passenger Elevator (P),248,10,2500,1,15,14,,,
7995,1P15364,A,ACTIVE,Passenger Elevator (P),248,10,2500,1,15,14,,,
7996,1P14204,A,ACTIVE,Passenger Elevator (P),248,11.66666667,2250,1,15,14,,,
7997,1P14857,A,ACTIVE,Passenger Elevator (P),248,11.66666667,2000,1,15,14,,,
7998,1P15043,A,ACTIVE,Passenger Elevator (P),249,11.66666667,2000,1,15,14,,,
7999,1P15252,A,ACTIVE,Passenger Elevator (P),249,11.66666667,2500,1,15,14,,,
8000,1P15438,A,ACTIVE,Passenger Elevator (P),249,11.66666667,2000,1,15,14,,,
8001,1P15831,A,ACTIVE,Passenger Elevator (P),250,11.66666667,2500,1,15,14,,,
8002,1P16350,A,ACTIVE,Passenger Elevator (P),250,11.66666667,2500,1,15,14,,,
8003,1P19216,A,ACTIVE,Passenger Elevator (P),250,11.66666667,3500,1,15,14,,,
8004,1P19278,A,ACTIVE,Passenger Elevator (P),250,11.66666667,2000,1,15,14,,,
8005,1P20287,A,ACTIVE,Passenger Elevator (P),250,11.66666667,3100,1,15,14,,,
8006,1P20288,A,ACTIVE,Passenger Elevator (P),250,11.66666667,3100,1,15,14,,,
8007,1P20289,A,ACTIVE,Passenger Elevator (P),250,11.66666667,4500,1,15,14,,,
8008,1P21,A,ACTIVE,Passenger Elevator (P),250,11.66666667,2000,1,15,14,,,
8009,1P22,A,ACTIVE,Passenger Elevator (P),250,11.66666667,2000,1,15,14,,,
8010,1P20286,A,ACTIVE,Passenger Elevator (P),250,13.33333333,3100,1,15,14,,,
8011,1P16362,A,ACTIVE,Passenger Elevator (P),250,16.66666667,2500,1,15,14,,,
8012,1P16348,A,ACTIVE,Passenger Elevator (P),250,20,2500,1,15,14,,,
8013,1P16349,A,ACTIVE,Passenger Elevator (P),250,20,2500,1,15,14,,,
8014,1P16361,A,ACTIVE,Passenger Elevator (P),250,20,2500,1,15,14,,,
8015,1P16436,A,ACTIVE,Passenger Elevator (P),250,26.66666667,2500,1,15,14,,,
8016,1P16437,A,ACTIVE,Passenger Elevator (P),250,26.66666667,2500,1,15,14,,,
8017,1P12847,A,ACTIVE,Passenger Elevator (P),250,3.333333333,1800,1,15,14,,,
8018,1P12848,A,ACTIVE,Passenger Elevator (P),250,5.833333333,1800,1,15,14,,,
8019,1P13565,A,ACTIVE,Passenger Elevator (P),250,5.833333333,3300,1,15,14,,,
8020,1P13566,A,ACTIVE,Passenger Elevator (P),250,5.833333333,3300,1,15,14,,,
8021,1P20564,A,ACTIVE,Passenger Elevator (P),250,8.333333333,7000,1,15,14,,,
8022,1P15454,A,ACTIVE,Passenger Elevator (P),250,0.013333333,3000,1,16,15,,,
8023,1P15287,A,ACTIVE,Passenger Elevator (P),250,0.5,3500,1,16,15,,,
8024,1P20765,A,ACTIVE,Passenger Elevator (P),250,0.5,4000,1,16,15,,,
8025,1P20766,A,ACTIVE,Passenger Elevator (P),250,0.55,4000,1,16,15,,,
8026,1P20763,A,ACTIVE,Passenger Elevator (P),250,0.583333333,4000,1,16,15,,,
8027,1P16279,A,ACTIVE,Passenger Elevator (P),250,0.666666667,2500,1,16,15,,,
8028,1P16672,A,ACTIVE,Passenger Elevator (P),250,0.666666667,2500,1,16,15,,,
8029,1P17526,A,ACTIVE,Passenger Elevator (P),250,1.25,2000,1,16,15,,,
8030,1P20350,A,ACTIVE,Passenger Elevator (P),250,1.616666667,3100,1,16,15,,,
8031,1P11073,A,ACTIVE,Passenger Elevator (P),250,1.666666667,3000,1,16,15,,,
8032,1P11467,A,ACTIVE,Passenger Elevator (P),250,1.666666667,3400,1,16,15,,,
8033,1P11515,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2000,1,16,15,,,
8034,1P11516,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2000,1,16,15,,,
8035,1P11647,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2250,1,16,15,,,
8036,1P11648,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2250,1,16,15,,,
8037,1P11670,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2500,1,16,15,,,
8038,1P11672,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2500,1,16,15,,,
8039,1P11677,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2500,1,16,15,,,
8040,1P11721,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2000,1,16,15,,,
8041,1P11762,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2000,1,16,15,,,
8042,1P11763,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2000,1,16,15,,,
8043,1P12426,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2500,1,16,15,,,
8044,1P16722,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2000,1,16,15,,,
8045,1P17882,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2000,1,16,15,,,
8046,1P17883,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2000,1,16,15,,,
8047,1P20349,A,ACTIVE,Passenger Elevator (P),250,1.666666667,3100,1,16,15,,,
8048,1P22028,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2000,1,16,15,,,
8049,1P22029,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2000,1,16,15,,,
8050,1P238,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2500,1,16,15,,,
8051,1P24576,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2500,1,16,15,,,
8052,1P24703,A,ACTIVE,Passenger Elevator (P),250,1.666666667,4000,1,16,15,,,
8053,1P24846,A,ACTIVE,Passenger Elevator (P),250,1.666666667,3000,1,16,15,,,
8054,1P25584,A,ACTIVE,Passenger Elevator (P),250,1.666666667,2500,1,16,15,,,
8055,1P25685,A,ACTIVE,Passenger Elevator (P),250,1.666666667,3500,1,16,15,,,
8056,1P25686,A,ACTIVE,Passenger Elevator (P),251,1.666666667,3500,1,16,15,,,
8057,1P17528,A,ACTIVE,Passenger Elevator (P),251,1.916666667,2000,1,16,15,,,
8058,1P10704,A,ACTIVE,Passenger Elevator (P),251,2.083333333,2000,1,16,15,,,
8059,1P1184,A,ACTIVE,Passenger Elevator (P),251,2.083333333,3000,1,16,15,,,
8060,1P24708,A,ACTIVE,Passenger Elevator (P),251,2.083333333,4000,1,16,15,,,
8061,1P20761,A,ACTIVE,Passenger Elevator (P),251,2.166666667,4000,1,16,15,,,
8062,1P20762,A,ACTIVE,Passenger Elevator (P),251,2.166666667,4000,1,16,15,,,
8063,1P11646,A,ACTIVE,Passenger Elevator (P),251,2.5,2250,1,16,15,,,
8064,1P11764,A,ACTIVE,Passenger Elevator (P),251,2.5,2000,1,16,15,,,
8065,1P12058,A,ACTIVE,Passenger Elevator (P),251,2.5,2500,1,16,15,,,
8066,1P12227,A,ACTIVE,Passenger Elevator (P),251,2.5,2000,1,16,15,,,
8067,1P16855,A,ACTIVE,Passenger Elevator (P),251,2.5,2000,1,16,15,,,
8068,1P16911,A,ACTIVE,Passenger Elevator (P),251,2.5,2500,1,16,15,,,
8069,1P20760,A,ACTIVE,Passenger Elevator (P),251,2.5,4000,1,16,15,,,
8070,1P22768,A,ACTIVE,Passenger Elevator (P),252,2.5,2000,1,16,15,,,
8071,1P22769,A,ACTIVE,Passenger Elevator (P),252,2.5,2000,1,16,15,,,
8072,1P23045,A,ACTIVE,Passenger Elevator (P),252,2.5,3000,1,16,15,,,
8073,1P23046,A,ACTIVE,Passenger Elevator (P),252,2.5,3000,1,16,15,,,
8074,1P239,A,ACTIVE,Passenger Elevator (P),252,2.5,2500,1,16,15,,,
8075,1P24516,A,ACTIVE,Passenger Elevator (P),252,2.5,2500,1,16,15,,,
8076,1P24705,A,ACTIVE,Passenger Elevator (P),252,2.5,4000,1,16,15,,,
8077,1P24707,A,ACTIVE,Passenger Elevator (P),253,2.5,4000,1,16,15,,,
8078,1P11649,A,ACTIVE,Passenger Elevator (P),253,2.916666667,2250,1,16,15,,,
8079,1P12059,A,ACTIVE,Passenger Elevator (P),253,3.333333333,2500,1,16,15,,,
8080,1P12228,A,ACTIVE,Passenger Elevator (P),253,3.333333333,2000,1,16,15,,,
8081,1P12748,A,ACTIVE,Passenger Elevator (P),253,3.333333333,2000,1,16,15,,,
8082,1P13084,A,ACTIVE,Passenger Elevator (P),253,3.333333333,2500,1,16,15,,,
8083,1P13149,A,ACTIVE,Passenger Elevator (P),254,3.333333333,2000,1,16,15,,,
8084,1P13283,A,ACTIVE,Passenger Elevator (P),254,3.333333333,2000,1,16,15,,,
8085,1P13576,A,ACTIVE,Passenger Elevator (P),254,3.333333333,2500,1,16,15,,,
8086,1P13731,A,ACTIVE,Passenger Elevator (P),254,3.333333333,3000,1,16,15,,,
8087,1P13779,A,ACTIVE,Passenger Elevator (P),254,3.333333333,3000,1,16,15,,,
8088,1P14320,A,ACTIVE,Passenger Elevator (P),254,3.333333333,2700,1,16,15,,,
8089,1P16856,A,ACTIVE,Passenger Elevator (P),254,3.333333333,2000,1,16,15,,,
8090,1P16858,A,ACTIVE,Passenger Elevator (P),255,3.333333333,2000,1,16,15,,,
8091,1P16896,A,ACTIVE,Passenger Elevator (P),256,3.333333333,2000,1,16,15,,,
8092,1P16910,A,ACTIVE,Passenger Elevator (P),256,3.333333333,2500,1,16,15,,,
8093,1P16913,A,ACTIVE,Passenger Elevator (P),256,3.333333333,2500,1,16,15,,,
8094,1P16917,A,ACTIVE,Passenger Elevator (P),256,3.333333333,2500,1,16,15,,,
8095,1P16934,A,ACTIVE,Passenger Elevator (P),257,3.333333333,2000,1,16,15,,,
8096,1P17209,A,ACTIVE,Passenger Elevator (P),257,3.333333333,2000,1,16,15,,,
8097,1P17810,A,ACTIVE,Passenger Elevator (P),257,3.333333333,2500,1,16,15,,,
8098,1P17885,A,ACTIVE,Passenger Elevator (P),258,3.333333333,2000,1,16,15,,,
8099,1P18388,A,ACTIVE,Passenger Elevator (P),258,3.333333333,2000,1,16,15,,,
8100,1P22784,A,ACTIVE,Passenger Elevator (P),258,3.333333333,3000,1,16,15,,,
8101,1P24704,A,ACTIVE,Passenger Elevator (P),258,3.333333333,4000,1,16,15,,,
8102,1P24845,A,ACTIVE,Passenger Elevator (P),258,3.333333333,3000,1,16,15,,,
8103,1P13860,A,ACTIVE,Passenger Elevator (P),258,4.166666667,2250,1,16,15,,,
8104,1P14150,A,ACTIVE,Passenger Elevator (P),259,4.166666667,1500,1,16,15,,,
8105,1P14156,A,ACTIVE,Passenger Elevator (P),259,4.166666667,1500,1,16,15,,,
8106,1P14331,A,ACTIVE,Passenger Elevator (P),259,4.166666667,2500,1,16,15,,,
8107,1P14373,A,ACTIVE,Passenger Elevator (P),259,4.166666667,2500,1,16,15,,,
8108,1P14375,A,ACTIVE,Passenger Elevator (P),259,4.166666667,3500,1,16,15,,,
8109,1P16914,A,ACTIVE,Passenger Elevator (P),259,4.166666667,3500,1,16,15,,,
8110,1P17420,A,ACTIVE,Passenger Elevator (P),259,4.166666667,2500,1,16,15,,,
8111,1P18079,A,ACTIVE,Passenger Elevator (P),259,4.166666667,2700,1,16,15,,,
8112,1P18331,A,ACTIVE,Passenger Elevator (P),260,4.166666667,3000,1,16,15,,,
8113,1P18389,A,ACTIVE,Passenger Elevator (P),260,4.166666667,2000,1,16,15,,,
8114,1P25583,A,ACTIVE,Passenger Elevator (P),260,4.166666667,3000,1,16,15,,,
8115,1P18336,A,ACTIVE,Passenger Elevator (P),260,4.583333333,3000,1,16,15,,,
8116,1P13983,A,ACTIVE,Passenger Elevator (P),260,5,2000,1,16,15,,,
8117,1P14152,A,ACTIVE,Passenger Elevator (P),260,5,1500,1,16,15,,,
8118,1P14329,A,ACTIVE,Passenger Elevator (P),260,5,2500,1,16,15,,,
8119,1P14374,A,ACTIVE,Passenger Elevator (P),260,5,3500,1,16,15,,,
8120,1P14542,A,ACTIVE,Passenger Elevator (P),260,5,2200,1,16,15,,,
8121,1P15013,A,ACTIVE,Passenger Elevator (P),260,5,2500,1,16,15,,,
8122,1P17907,A,ACTIVE,Passenger Elevator (P),260,5,2500,1,16,15,,,
8123,1P18391,A,ACTIVE,Passenger Elevator (P),260,5,2000,1,16,15,,,
8124,1P18720,A,ACTIVE,Passenger Elevator (P),260,5,3000,1,16,15,,,
8125,1P18722,A,ACTIVE,Passenger Elevator (P),260,5,3000,1,16,15,,,
8126,1P18723,A,ACTIVE,Passenger Elevator (P),260,5,3000,1,16,15,,,
8127,1P11074,A,ACTIVE,Passenger Elevator (P),260,5.833333333,3000,1,16,15,,,
8128,1P11746,A,ACTIVE,Passenger Elevator (P),260,5.833333333,3000,1,16,15,,,
8129,1P12502,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2000,1,16,15,,,
8130,1P12750,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2000,1,16,15,,,
8131,1P13083,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2500,1,16,15,,,
8132,1P13249,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2000,1,16,15,,,
8133,1P13410,A,ACTIVE,Passenger Elevator (P),260,5.833333333,1200,1,16,15,,,
8134,1P13683,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2500,1,16,15,,,
8135,1P13684,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2500,1,16,15,,,
8136,1P13856,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2250,1,16,15,,,
8137,1P13857,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2250,1,16,15,,,
8138,1P13859,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2250,1,16,15,,,
8139,1P14200,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2000,1,16,15,,,
8140,1P14293,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2500,1,16,15,,,
8141,1P14294,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2500,1,16,15,,,
8142,1P14536,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2500,1,16,15,,,
8143,1P14541,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2200,1,16,15,,,
8144,1P15015,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2500,1,16,15,,,
8145,1P15433,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2750,1,16,15,,,
8146,1P16575,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2000,1,16,15,,,
8147,1P16909,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2500,1,16,15,,,
8148,1P17447,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2000,1,16,15,,,
8149,1P1773,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2000,1,16,15,,,
8150,1P17836,A,ACTIVE,Passenger Elevator (P),260,5.833333333,3000,1,16,15,,,
8151,1P18254,A,ACTIVE,Passenger Elevator (P),260,5.833333333,2000,1,16,15,,,
8152,1P18266,A,ACTIVE,Passenger Elevator (P),260,5.833333333,3500,1,16,15,,,
8153,1P18709,A,ACTIVE,Passenger Elevator (P),260,5.833333333,6000,1,16,15,,,
8154,1P18920,A,ACTIVE,Passenger Elevator (P),260,5.833333333,3500,1,16,15,,,
8155,1P20347,A,ACTIVE,Passenger Elevator (P),260,5.833333333,3100,1,16,15,,,
8156,1P24706,A,ACTIVE,Passenger Elevator (P),260,5.833333333,4000,1,16,15,,,
8157,1P25581,A,ACTIVE,Passenger Elevator (P),261,5.833333333,3000,1,16,15,,,
8158,1P11334,A,ACTIVE,Passenger Elevator (P),261,6.666666667,2000,1,16,15,,,
8159,1P14292,A,ACTIVE,Passenger Elevator (P),261,6.666666667,2500,1,16,15,,,
8160,1P14886,A,ACTIVE,Passenger Elevator (P),261,6.666666667,2500,1,16,15,,,
8161,1P15004,A,ACTIVE,Passenger Elevator (P),261,6.666666667,2000,1,16,15,,,
8162,1P15145,A,ACTIVE,Passenger Elevator (P),261,6.666666667,1800,1,16,15,,,
8163,1P15694,A,ACTIVE,Passenger Elevator (P),262,6.666666667,2500,1,16,15,,,
8164,1P14149,A,ACTIVE,Passenger Elevator (P),262,7.5,2000,1,16,15,,,
8165,1P14333,A,ACTIVE,Passenger Elevator (P),262,7.5,2500,1,16,15,,,
8166,1P14334,A,ACTIVE,Passenger Elevator (P),263,7.5,2000,1,16,15,,,
8167,1P15278,A,ACTIVE,Passenger Elevator (P),263,7.5,2500,1,16,15,,,
8168,1P17530,A,ACTIVE,Passenger Elevator (P),263,7.5,1800,1,16,15,,,
8169,1P17531,A,ACTIVE,Passenger Elevator (P),263,7.5,1800,1,16,15,,,
8170,1P18078,A,ACTIVE,Passenger Elevator (P),263,7.5,2700,1,16,15,,,
8171,1P20773,A,ACTIVE,Passenger Elevator (P),263,7.5,4000,1,16,15,,,
8172,1P12056,A,ACTIVE,Passenger Elevator (P),263,8.333333333,2500,1,16,15,,,
8173,1P12057,A,ACTIVE,Passenger Elevator (P),263,8.333333333,2500,1,16,15,,,
8174,1P12245,A,ACTIVE,Passenger Elevator (P),263,8.333333333,2000,1,16,15,,,
8175,1P1354,A,ACTIVE,Passenger Elevator (P),264,8.333333333,3500,1,16,15,,,
8176,1P13616,A,ACTIVE,Passenger Elevator (P),264,8.333333333,2500,1,16,15,,,
8177,1P13617,A,ACTIVE,Passenger Elevator (P),264,8.333333333,2500,1,16,15,,,
8178,1P13618,A,ACTIVE,Passenger Elevator (P),264,8.333333333,2500,1,16,15,,,
8179,1P13762,A,ACTIVE,Passenger Elevator (P),264,8.333333333,2500,1,16,15,,,
8180,1P13763,A,ACTIVE,Passenger Elevator (P),264,8.333333333,2500,1,16,15,,,
8181,1P14399,A,ACTIVE,Passenger Elevator (P),264,8.333333333,3000,1,16,15,,,
8182,1P14400,A,ACTIVE,Passenger Elevator (P),264,8.333333333,3000,1,16,15,,,
8183,1P14591,A,ACTIVE,Passenger Elevator (P),264,8.333333333,2000,1,16,15,,,
8184,1P14630,A,ACTIVE,Passenger Elevator (P),264,8.333333333,2500,1,16,15,,,
